title,summary,category
Towards a Re-evaluation of Data Forging Attacks in Practice,"Data forging attacks provide counterfactual proof that a model was trained on
a given dataset, when in fact, it was trained on another. These attacks work by
forging (replacing) mini-batches with ones containing distinct training
examples that produce nearly identical gradients. Data forging appears to break
any potential avenues for data governance, as adversarial model owners may
forge their training set from a dataset that is not compliant to one that is.
Given these serious implications on data auditing and compliance, we critically
analyse data forging from both a practical and theoretical point of view,
finding that a key practical limitation of current attack methods makes them
easily detectable by a verifier; namely that they cannot produce sufficiently
identical gradients. Theoretically, we analyse the question of whether two
distinct mini-batches can produce the same gradient. Generally, we find that
while there may exist an infinite number of distinct mini-batches with
real-valued training examples and labels that produce the same gradient,
finding those that are within the allowed domain e.g. pixel values between
0-255 and one hot labels is a non trivial task. Our results call for the
reevaluation of the strength of existing attacks, and for additional research
into successful data forging, given the serious consequences it may have on
machine learning and privacy.",cs.CR
From Resource Control to Digital Trust with User-Managed Access,"The User-Managed Access (UMA) extension to OAuth 2.0 is a promising candidate
for increasing Digital Trust in personal data ecosystems like Solid. With minor
modifications, it can achieve many requirements regarding usage control and
transaction contextualization, even though additional specification is needed
to address delegation of control and retraction of usage policies.",cs.CR
Obfuscation as Instruction Decorrelation,"Obfuscation of computer programs has historically been approached either as a
practical but \textit{ad hoc} craft to make reverse engineering subjectively
difficult, or as a sound theoretical investigation unfortunately detached from
the numerous existing constraints of engineering practical systems.
  In this paper, we propose \textit{instruction decorrelation} as a new
approach that makes the instructions of a set of real-world programs appear
independent from one another. We contribute: a formal definition of
\textit{instruction independence} with multiple instantiations for various
aspects of programs; a combination of program transformations that meet the
corresponding instances of instruction independence against an
honest-but-curious adversary, specifically random interleaving and memory
access obfuscation; and an implementation of an interpreter that uses a trusted
execution environment (TEE) only to perform memory address translation and
memory shuffling, leaving instructions execution outside the TEE.
  These first steps highlight the practicality of our approach. Combined with
additional techniques to protect the content of memory and to hopefully lower
the requirements on TEEs, this work could potentially lead to more secure
obfuscation techniques that could execute on commonly available hardware.",cs.CR
A Comparative Analysis of Machine Learning Models for DDoS Detection in IoT Networks,"This paper presents the detection of DDoS attacks in IoT networks using
machine learning models. Their rapid growth has made them highly susceptible to
various forms of cyberattacks, many of whose security procedures are
implemented in an irregular manner. It evaluates the efficacy of different
machine learning models, such as XGBoost, K-Nearest Neighbours, Stochastic
Gradient Descent, and Na\""ive Bayes, in detecting DDoS attacks from normal
network traffic. Each model has been explained on several performance metrics,
such as accuracy, precision, recall, and F1-score to understand the suitability
of each model in real-time detection and response against DDoS threats. This
comparative analysis will, therefore, enumerate the unique strengths and
weaknesses of each model with respect to the IoT environments that are dynamic
and hence moving in nature. The effectiveness of these models is analyzed,
showing how machine learning can greatly enhance IoT security frameworks,
offering adaptive, efficient, and reliable DDoS detection capabilities. These
findings have shown the potential of machine learning in addressing the
pressing need for robust IoT security solutions that can mitigate modern cyber
threats and assure network integrity.",cs.CR
Sdn Intrusion Detection Using Machine Learning Method,"Software-defined network (SDN) is a new approach that allows network control
to become directly programmable, and the underlying infrastructure can be
abstracted from applications and network services. Control plane). When it
comes to security, the centralization that this demands is ripe for a variety
of cyber threats that are not typically seen in other network architectures.
The authors in this research developed a novel machine-learning method to
capture infections in networks. We applied the classifier to the UNSW-NB 15
intrusion detection benchmark and trained a model with this data. Random Forest
and Decision Tree are classifiers used to assess with Gradient Boosting and
AdaBoost. Out of these best-performing models was Gradient Boosting with an
accuracy, recall, and F1 score of 99.87%,100%, and 99.85%, respectively, which
makes it reliable in the detection of intrusions for SDN networks. The second
best-performing classifier was also a Random Forest with 99.38% of accuracy,
followed by Ada Boost and Decision Tree. The research shows that the reason
that Gradient Boosting is so effective in this task is that it combines weak
learners and creates a strong ensemble model that can predict if traffic
belongs to a normal or malicious one with high accuracy. This paper indicates
that the GBDT-IDS model is able to improve network security significantly and
has better features in terms of both real-time detection accuracy and low false
positive rates. In future work, we will integrate this model into live SDN
space to observe its application and scalability. This research serves as an
initial base on which one can make further strides forward to enhance security
in SDN using ML techniques and have more secure, resilient networks.",cs.CR
EUREKHA: Enhancing User Representation for Key Hackers Identification in Underground Forums,"Underground forums serve as hubs for cybercriminal activities, offering a
space for anonymity and evasion of conventional online oversight. In these
hidden communities, malicious actors collaborate to exchange illicit knowledge,
tools, and tactics, driving a range of cyber threats from hacking techniques to
the sale of stolen data, malware, and zero-day exploits. Identifying the key
instigators (i.e., key hackers), behind these operations is essential but
remains a complex challenge. This paper presents a novel method called EUREKHA
(Enhancing User Representation for Key Hacker Identification in Underground
Forums), designed to identify these key hackers by modeling each user as a
textual sequence. This sequence is processed through a large language model
(LLM) for domain-specific adaptation, with LLMs acting as feature extractors.
These extracted features are then fed into a Graph Neural Network (GNN) to
model user structural relationships, significantly improving identification
accuracy. Furthermore, we employ BERTopic (Bidirectional Encoder
Representations from Transformers Topic Modeling) to extract personalized
topics from user-generated content, enabling multiple textual representations
per user and optimizing the selection of the most representative sequence. Our
study demonstrates that fine-tuned LLMs outperform state-of-the-art methods in
identifying key hackers. Additionally, when combined with GNNs, our model
achieves significant improvements, resulting in approximately 6% and 10%
increases in accuracy and F1-score, respectively, over existing methods.
EUREKHA was tested on the Hack-Forums dataset, and we provide open-source
access to our code.",cs.CR
"Dave: a decentralized, secure, and lively fraud-proof algorithm","In this paper, we introduce a new fraud-proof algorithm that offers an
unprecedented combination of decentralization, security, and liveness. The
resources that must be mobilized by an honest participant to defeat an
adversary grow only logarithmically with what the adversary ultimately loses.
As a consequence, there is no need to introduce high bonds that prevent an
adversary from creating too many Sybils. This makes the system very inclusive
and frees participants from having to pool resources among themselves to engage
the protocol. Finally, the maximum delay to finalization also grows only
logarithmically with total adversarial expenditure, with the smallest
multiplicative factor to date. In summary: the entire dispute completes in 2--5
challenge periods, the only way to break consensus is to censor the honest
party for more than one challenge period, and the costs of engaging in the
dispute are minimal.",cs.CR
Palermo: Improving the Performance of Oblivious Memory using Protocol-Hardware Co-Design,"Oblivious RAM (ORAM) hides the memory access patterns, enhancing data privacy
by preventing attackers from discovering sensitive information based on the
sequence of memory accesses. The performance of ORAM is often limited by its
inherent trade-off between security and efficiency, as concealing memory access
patterns imposes significant computational and memory overhead. While prior
works focus on improving the ORAM performance by prefetching and eliminating
ORAM requests, we find that their performance is very sensitive to workload
locality behavior and incurs additional management overhead caused by the ORAM
stash pressure.
  This paper presents Palermo: a protocol-hardware co-design to improve ORAM
performance. The key observation in Palermo is that classical ORAM protocols
enforce restrictive dependencies between memory operations that result in low
memory bandwidth utilization. Palermo introduces a new protocol that overlaps
large portions of memory operations, within a single and between multiple ORAM
requests, without breaking correctness and security guarantees. Subsequently,
we propose an ORAM controller architecture that executes the proposed protocol
to service ORAM requests. The hardware is responsible for concurrently issuing
memory requests as well as imposing the necessary dependencies to ensure a
consistent view of the ORAM tree across requests. Using a rich workload mix, we
demonstrate that Palermo outperforms the RingORAM baseline by 2.8x, on average,
incurring a negligible area overhead of 5.78mm^2 (less than 2% in 12th
generation Intel CPU after technology scaling) and 2.14W without sacrificing
security. We further show that Palermo also outperforms the state-of-the-art
works PageORAM, PrORAM, and IR-ORAM.",cs.CR
Quantum Rewinding for IOP-Based Succinct Arguments,"We analyze the post-quantum security of succinct interactive arguments
constructed from interactive oracle proofs (IOPs) and vector commitment
schemes. We prove that an interactive variant of the BCS transformation is
secure in the standard model against quantum adversaries when the vector
commitment scheme is collapsing. Our proof builds on and extends prior work on
the post-quantum security of Kilians succinct interactive argument, which is
instead based on probabilistically checkable proofs (PCPs). We introduce a new
quantum rewinding strategy that works across any number of rounds. As a
consequence of our results, we obtain standard-model post-quantum secure
succinct arguments with the best asymptotic complexity known.",cs.CR
A Quality-Centric Framework for Generic Deepfake Detection,"This paper addresses the generalization issue in deepfake detection by
harnessing forgery quality in training data. Generally, the forgery quality of
different deepfakes varies: some have easily recognizable forgery clues, while
others are highly realistic. Existing works often train detectors on a mix of
deepfakes with varying forgery qualities, potentially leading detectors to
short-cut the easy-to-spot artifacts from low-quality forgery samples, thereby
hurting generalization performance. To tackle this issue, we propose a novel
quality-centric framework for generic deepfake detection, which is composed of
a Quality Evaluator, a low-quality data enhancement module, and a learning
pacing strategy that explicitly incorporates forgery quality into the training
process. The framework is inspired by curriculum learning, which is designed to
gradually enable the detector to learn more challenging deepfake samples,
starting with easier samples and progressing to more realistic ones. We employ
both static and dynamic assessments to assess the forgery quality, combining
their scores to produce a final rating for each training sample. The rating
score guides the selection of deepfake samples for training, with higher-rated
samples having a higher probability of being chosen. Furthermore, we propose a
novel frequency data augmentation method specifically designed for low-quality
forgery samples, which helps to reduce obvious forgery traces and improve their
overall realism. Extensive experiments show that our method can be applied in a
plug-and-play manner and significantly enhance the generalization performance.",cs.CR
Revisiting the Robustness of Watermarking to Paraphrasing Attacks,"Amidst rising concerns about the internet being proliferated with content
generated from language models (LMs), watermarking is seen as a principled way
to certify whether text was generated from a model. Many recent watermarking
techniques slightly modify the output probabilities of LMs to embed a signal in
the generated output that can later be detected. Since early proposals for text
watermarking, questions about their robustness to paraphrasing have been
prominently discussed. Lately, some techniques are deliberately designed and
claimed to be robust to paraphrasing. However, such watermarking schemes do not
adequately account for the ease with which they can be reverse-engineered. We
show that with access to only a limited number of generations from a black-box
watermarked model, we can drastically increase the effectiveness of
paraphrasing attacks to evade watermark detection, thereby rendering the
watermark ineffective.",cs.CR
QuanCrypt-FL: Quantized Homomorphic Encryption with Pruning for Secure Federated Learning,"Federated Learning has emerged as a leading approach for decentralized
machine learning, enabling multiple clients to collaboratively train a shared
model without exchanging private data. While FL enhances data privacy, it
remains vulnerable to inference attacks, such as gradient inversion and
membership inference, during both training and inference phases. Homomorphic
Encryption provides a promising solution by encrypting model updates to protect
against such attacks, but it introduces substantial communication overhead,
slowing down training and increasing computational costs. To address these
challenges, we propose QuanCrypt-FL, a novel algorithm that combines low-bit
quantization and pruning techniques to enhance protection against attacks while
significantly reducing computational costs during training. Further, we propose
and implement mean-based clipping to mitigate quantization overflow or errors.
By integrating these methods, QuanCrypt-FL creates a communication-efficient FL
framework that ensures privacy protection with minimal impact on model
accuracy, thereby improving both computational efficiency and attack
resilience. We validate our approach on MNIST, CIFAR-10, and CIFAR-100
datasets, demonstrating superior performance compared to state-of-the-art
methods. QuanCrypt-FL consistently outperforms existing method and matches
Vanilla-FL in terms of accuracy across varying client. Further, QuanCrypt-FL
achieves up to 9x faster encryption, 16x faster decryption, and 1.5x faster
inference compared to BatchCrypt, with training time reduced by up to 3x.",cs.CR
Traceable random numbers from a nonlocal quantum advantage,"The unpredictability of random numbers is fundamental to both digital
security and applications that fairly distribute resources. However, existing
random number generators have limitations-the generation processes cannot be
fully traced, audited, and certified to be unpredictable. The algorithmic steps
used in pseudorandom number generators are auditable, but they cannot guarantee
that their outputs were a priori unpredictable given knowledge of the initial
seed. Device-independent quantum random number generators can ensure that the
source of randomness was unknown beforehand, but the steps used to extract the
randomness are vulnerable to tampering. Here, for the first time, we
demonstrate a fully traceable random number generation protocol based on
device-independent techniques. Our protocol extracts randomness from
unpredictable non-local quantum correlations, and uses distributed intertwined
hash chains to cryptographically trace and verify the extraction process. This
protocol is at the heart of a public traceable and certifiable quantum
randomness beacon that we have launched. Over the first 40 days of operation,
we completed the protocol 7434 out of 7454 attempts -- a success rate of 99.7%.
Each time the protocol succeeded, the beacon emitted a pulse of 512 bits of
traceable randomness. The bits are certified to be uniform with error times
actual success probability bounded by $2^{-64}$. The generation of certifiable
and traceable randomness represents one of the first public services that
operates with an entanglement-derived advantage over comparable classical
approaches.",cs.CR
Private Algorithms for Stochastic Saddle Points and Variational Inequalities: Beyond Euclidean Geometry,"In this work, we conduct a systematic study of stochastic saddle point
problems (SSP) and stochastic variational inequalities (SVI) under the
constraint of $(\epsilon,\delta)$-differential privacy (DP) in both Euclidean
and non-Euclidean setups. We first consider Lipschitz convex-concave SSPs in
the $\ell_p/\ell_q$ setup, $p,q\in[1,2]$. Here, we obtain a bound of
$\tilde{O}\big(\frac{1}{\sqrt{n}} + \frac{\sqrt{d}}{n\epsilon}\big)$ on the
strong SP-gap, where $n$ is the number of samples and $d$ is the dimension.
This rate is nearly optimal for any $p,q\in[1,2]$. Without additional
assumptions, such as smoothness or linearity requirements, prior work under DP
has only obtained this rate when $p=q=2$ (i.e., only in the Euclidean setup).
Further, existing algorithms have each only been shown to work for specific
settings of $p$ and $q$ and under certain assumptions on the loss and the
feasible set, whereas we provide a general algorithm for DP SSPs whenever
$p,q\in[1,2]$. Our result is obtained via a novel analysis of the recursive
regularization algorithm. In particular, we develop new tools for analyzing
generalization, which may be of independent interest. Next, we turn our
attention towards SVIs with a monotone, bounded and Lipschitz operator and
consider $\ell_p$-setups, $p\in[1,2]$. Here, we provide the first analysis
which obtains a bound on the strong VI-gap of $\tilde{O}\big(\frac{1}{\sqrt{n}}
+ \frac{\sqrt{d}}{n\epsilon}\big)$. For $p-1=\Omega(1)$, this rate is near
optimal due to existing lower bounds. To obtain this result, we develop a
modified version of recursive regularization. Our analysis builds on the
techniques we develop for SSPs as well as employing additional novel components
which handle difficulties arising from adapting the recursive regularization
framework to SVIs.",cs.CR
Adversarial Robustness of In-Context Learning in Transformers for Linear Regression,"Transformers have demonstrated remarkable in-context learning capabilities
across various domains, including statistical learning tasks. While previous
work has shown that transformers can implement common learning algorithms, the
adversarial robustness of these learned algorithms remains unexplored. This
work investigates the vulnerability of in-context learning in transformers to
\textit{hijacking attacks} focusing on the setting of linear regression tasks.
Hijacking attacks are prompt-manipulation attacks in which the adversary's goal
is to manipulate the prompt to force the transformer to generate a specific
output. We first prove that single-layer linear transformers, known to
implement gradient descent in-context, are non-robust and can be manipulated to
output arbitrary predictions by perturbing a single example in the in-context
training set. While our experiments show these attacks succeed on linear
transformers, we find they do not transfer to more complex transformers with
GPT-2 architectures. Nonetheless, we show that these transformers can be
hijacked using gradient-based adversarial attacks. We then demonstrate that
adversarial training enhances transformers' robustness against hijacking
attacks, even when just applied during finetuning. Additionally, we find that
in some settings, adversarial training against a weaker attack model can lead
to robustness to a stronger attack model. Lastly, we investigate the
transferability of hijacking attacks across transformers of varying scales and
initialization seeds, as well as between transformers and ordinary least
squares (OLS). We find that while attacks transfer effectively between
small-scale transformers, they show poor transferability in other scenarios
(small-to-large scale, large-to-large scale, and between transformers and OLS).",cs.CR
PentestAgent: Incorporating LLM Agents to Automated Penetration Testing,"Penetration testing is a critical technique for identifying security
vulnerabilities, traditionally performed manually by skilled security
specialists. This complex process involves gathering information about the
target system, identifying entry points, exploiting the system, and reporting
findings. Despite its effectiveness, manual penetration testing is
time-consuming and expensive, often requiring significant expertise and
resources that many organizations cannot afford. While automated penetration
testing methods have been proposed, they often fall short in real-world
applications due to limitations in flexibility, adaptability, and
implementation.
  Recent advancements in large language models (LLMs) offer new opportunities
for enhancing penetration testing through increased intelligence and
automation. However, current LLM-based approaches still face significant
challenges, including limited penetration testing knowledge and a lack of
comprehensive automation capabilities. To address these gaps, we propose
PentestAgent, a novel LLM-based automated penetration testing framework that
leverages the power of LLMs and various LLM-based techniques like Retrieval
Augmented Generation (RAG) to enhance penetration testing knowledge and
automate various tasks. Our framework leverages multi-agent collaboration to
automate intelligence gathering, vulnerability analysis, and exploitation
stages, reducing manual intervention. We evaluate PentestAgent using a
comprehensive benchmark, demonstrating superior performance in task completion
and overall efficiency. This work significantly advances the practical
applicability of automated penetration testing systems.",cs.CR
How to Delete Without a Trace: Certified Deniability in a Quantum World,"Is it possible to comprehensively destroy a piece of quantum information, so
that nothing is left behind except the memory of whether one had it at one
point? For example, various works, most recently Morimae, Poremba, and Yamakawa
(TQC 2024), show how to construct a signature scheme with certified deletion
where a user who deletes a signature on m cannot later produce a signature for
m. However, in all of the existing schemes, even after deletion the user is
still able keep irrefutable evidence that m was signed, and thus they do not
fully capture the spirit of deletion.
  In this work, we initiate the study of certified deniability in order to
obtain a more comprehensive notion of deletion. Certified deniability uses a
simulation-based security definition, ensuring that any information the user
has kept after deletion could have been learned without being given the
deleteable object to begin with; meaning that deletion leaves no trace behind!
We define and construct two non-interactive primitives that satisfy certified
deniability in the quantum random oracle model: signatures and non-interactive
zero-knowledge arguments (NIZKs). As a consequence, for example, it is not
possible to delete a signature/NIZK and later provide convincing evidence that
it used to exist. Notably, our results utilize uniquely quantum phenomena to
bypass the celebrated result of Pass (CRYPTO, 2003) showing that deniable NIZKs
are impossible even in the random oracle model.",cs.CR
EPIC: Enhancing Privacy through Iterative Collaboration,"Advancements in genomics technology lead to a rising volume of viral (e.g.,
SARS-CoV-2) sequence data, resulting in increased usage of machine learning
(ML) in bioinformatics. Traditional ML techniques require centralized data
collection and processing, posing challenges in realistic healthcare scenarios.
Additionally, privacy, ownership, and stringent regulation issues exist when
pooling medical data into centralized storage to train a powerful deep learning
(DL) model. The Federated learning (FL) approach overcomes such issues by
setting up a central aggregator server and a shared global model. It also
facilitates data privacy by extracting knowledge while keeping the actual data
private. This work proposes a cutting-edge Privacy enhancement through
Iterative Collaboration (EPIC) architecture. The network is divided and
distributed between local and centralized servers. We demonstrate the EPIC
approach to resolve a supervised classification problem to estimate SARS-CoV-2
genomic sequence data lineage without explicitly transferring raw sequence
data. We aim to create a universal decentralized optimization framework that
allows various data holders to work together and converge to a single
predictive model. The findings demonstrate that privacy-preserving strategies
can be successfully used with aggregation approaches without materially
altering the degree of learning convergence. Finally, we highlight a few
potential issues and prospects for study in FL-based approaches to healthcare
applications.",cs.CR
"The impact of mobility, beam sweeping and smart jammers on security vulnerabilities of 5G cells","The vulnerability of 5G networks to jamming attacks has emerged as a
significant concern. This paper contributes in two primary aspects. Firstly, it
investigates the effect of a multi-jammer on 5G cell metrics, specifically
throughput and goodput. The investigation is conducted within the context of a
mobility model for user equipment (UE), with a focus on scenarios involving
connected vehicles (CVs) engaged in a mission. Secondly, the vulnerability of
synchronization signal block (SSB) components is examined concerning jamming
power and beam sweeping. Notably, the study reveals that increasing jamming
power beyond 40 dBm in our specific scenario configuration no longer decreases
network throughput due to the re-transmission of packets through the hybrid
automatic repeat request (HARQ) process. Furthermore, it is observed that under
the same jamming power, the physical downlink shared channel (PDSCH) is more
vulnerable than the primary synchronization signal (PSS) and secondary
synchronization signal (SSS). However, a smart jammer can disrupt the cell
search process by injecting less power and targeting PSS-SSS or physical
broadcast channel (PBCH) data compared to a barrage jammer. On the other hand,
beam sweeping proves effective in mitigating the impact of a smart jammer,
reducing the error vector magnitude root mean square from 51.59% to 23.36%
under the same jamming power.",cs.CR
Watermarking Language Models through Language Models,"This paper presents a novel framework for watermarking language models
through prompts generated by language models. The proposed approach utilizes a
multi-model setup, incorporating a Prompting language model to generate
watermarking instructions, a Marking language model to embed watermarks within
generated content, and a Detecting language model to verify the presence of
these watermarks. Experiments are conducted using ChatGPT and Mistral as the
Prompting and Marking language models, with detection accuracy evaluated using
a pretrained classifier model. Results demonstrate that the proposed framework
achieves high classification accuracy across various configurations, with 95%
accuracy for ChatGPT, 88.79% for Mistral. These findings validate the and
adaptability of the proposed watermarking strategy across different language
model architectures. Hence the proposed framework holds promise for
applications in content attribution, copyright protection, and model
authentication.",cs.CR
Enhancing Reverse Engineering: Investigating and Benchmarking Large Language Models for Vulnerability Analysis in Decompiled Binaries,"Security experts reverse engineer (decompile) binary code to identify
critical security vulnerabilities. The limited access to source code in vital
systems - such as firmware, drivers, and proprietary software used in Critical
Infrastructures (CI) - makes this analysis even more crucial on the binary
level. Even with available source code, a semantic gap persists after
compilation between the source and the binary code executed by the processor.
This gap may hinder the detection of vulnerabilities in source code. That being
said, current research on Large Language Models (LLMs) overlooks the
significance of decompiled binaries in this area by focusing solely on source
code. In this work, we are the first to empirically uncover the substantial
semantic limitations of state-of-the-art LLMs when it comes to analyzing
vulnerabilities in decompiled binaries, largely due to the absence of relevant
datasets. To bridge the gap, we introduce DeBinVul, a novel decompiled binary
code vulnerability dataset. Our dataset is multi-architecture and
multi-optimization, focusing on C/C++ due to their wide usage in CI and
association with numerous vulnerabilities. Specifically, we curate 150,872
samples of vulnerable and non-vulnerable decompiled binary code for the task of
(i) identifying; (ii) classifying; (iii) describing vulnerabilities; and (iv)
recovering function names in the domain of decompiled binaries. Subsequently,
we fine-tune state-of-the-art LLMs using DeBinVul and report on a performance
increase of 19%, 24%, and 21% in the capabilities of CodeLlama, Llama3, and
CodeGen2 respectively, in detecting binary code vulnerabilities. Additionally,
using DeBinVul, we report a high performance of 80-90% on the vulnerability
classification task. Furthermore, we report improved performance in function
name recovery and vulnerability description tasks.",cs.CR
Seeing is Deceiving: Exploitation of Visual Pathways in Multi-Modal Language Models,"Multi-Modal Language Models (MLLMs) have transformed artificial intelligence
by combining visual and text data, making applications like image captioning,
visual question answering, and multi-modal content creation possible. This
ability to understand and work with complex information has made MLLMs useful
in areas such as healthcare, autonomous systems, and digital content. However,
integrating multiple types of data also creates security risks. Attackers can
manipulate either the visual or text inputs, or both, to make the model produce
unintended or even harmful responses. This paper reviews how visual inputs in
MLLMs can be exploited by various attack strategies. We break down these
attacks into categories: simple visual tweaks and cross-modal manipulations, as
well as advanced strategies like VLATTACK, HADES, and Collaborative Multimodal
Adversarial Attack (Co-Attack). These attacks can mislead even the most robust
models while looking nearly identical to the original visuals, making them hard
to detect. We also discuss the broader security risks, including threats to
privacy and safety in important applications. To counter these risks, we review
current defense methods like the SmoothVLM framework, pixel-wise randomization,
and MirrorCheck, looking at their strengths and limitations. We also discuss
new methods to make MLLMs more secure, including adaptive defenses, better
evaluation tools, and security approaches that protect both visual and text
data. By bringing together recent developments and identifying key areas for
improvement, this review aims to support the creation of more secure and
reliable multi-modal AI systems for real-world use.",cs.CR
Attention Masks Help Adversarial Attacks to Bypass Safety Detectors,"Despite recent research advancements in adversarial attack methods, current
approaches against XAI monitors are still discoverable and slower. In this
paper, we present an adaptive framework for attention mask generation to enable
stealthy, explainable and efficient PGD image classification adversarial attack
under XAI monitors. Specifically, we utilize mutation XAI mixture and multitask
self-supervised X-UNet for attention mask generation to guide PGD attack.
Experiments on MNIST (MLP), CIFAR-10 (AlexNet) have shown that our system can
outperform benchmark PGD, Sparsefool and SOTA SINIFGSM in balancing among
stealth, efficiency and explainability which is crucial for effectively fooling
SOTA defense protected classifiers.",cs.CR
Why quantum state verification cannot be both efficient and secure: a categorical approach,"The advantage of quantum protocols lies in the inherent properties of the
shared quantum states. These states are sometimes provided by sources that are
not trusted, and therefore need to be verified. Finding secure and efficient
quantum state verification protocols remains a big challenge, and recent works
illustrate trade-offs between efficiency and security for different groups of
states in restricted settings. However, whether a universal trade-off exists
for all quantum states and all verification strategies remains unknown. In this
work, we instantiate the categorical composable cryptography framework to show
a fundamental limit for quantum state verification for all cut-and-choose
approaches used to verify arbitrary quantum states. Our findings show that the
prevailing cut-and-choose techniques cannot lead to quantum state verification
protocols that are both efficient and secure.",cs.CR
"Cloning Games, Black Holes and Cryptography","The no-cloning principle has played a foundational role in quantum
information and cryptography. Following a long-standing tradition of studying
quantum mechanical phenomena through the lens of interactive games, Broadbent
and Lord (TQC 2020) formalized cloning games in order to quantitatively capture
no-cloning in the context of unclonable encryption schemes.
  The conceptual contribution of this paper is the new, natural, notion of Haar
cloning games together with two applications. In the area of black-hole
physics, our game reveals that, in an idealized model of a black hole which
features Haar random (or pseudorandom) scrambling dynamics, the information
from infalling entangled qubits can only be recovered from either the interior
or the exterior of the black hole -- but never from both places at the same
time. In the area of quantum cryptography, our game helps us construct succinct
unclonable encryption schemes from the existence of pseudorandom unitaries,
thereby, for the first time, bridging the gap between ""MicroCrypt"" and
unclonable cryptography. The technical contribution of this work is a tight
analysis of Haar cloning games which requires us to overcome many long-standing
barriers in our understanding of cloning games. Answering these questions
provably requires us to go beyond existing methods (Tomamichel, Fehr, Kaniewski
and Wehner, New Journal of Physics 2013). In particular, we show a new
technique for analyzing cloning games with respect to binary phase states
through the lens of binary subtypes, and combine it with novel bounds on the
operator norms of block-wise tensor products of matrices.",cs.CR
Differential Privacy Overview and Fundamental Techniques,"This chapter is meant to be part of the book ""Differential Privacy in
Artificial Intelligence: From Theory to Practice"" and provides an introduction
to Differential Privacy. It starts by illustrating various attempts to protect
data privacy, emphasizing where and why they failed, and providing the key
desiderata of a robust privacy definition. It then defines the key actors,
tasks, and scopes that make up the domain of privacy-preserving data analysis.
Following that, it formalizes the definition of Differential Privacy and its
inherent properties, including composition, post-processing immunity, and group
privacy. The chapter also reviews the basic techniques and mechanisms commonly
used to implement Differential Privacy in its pure and approximate forms.",cs.CR
Differentially Private Continual Learning using Pre-Trained Models,"This work explores the intersection of continual learning (CL) and
differential privacy (DP). Crucially, continual learning models must retain
knowledge across tasks, but this conflicts with the differential privacy
requirement of restricting individual samples to be memorised in the model. We
propose using pre-trained models to address the trade-offs between privacy and
performance in a continual learning setting. More specifically, we present
necessary assumptions to enable privacy-preservation and propose combining
pre-trained models with parameter-free classifiers and parameter-efficient
adapters that are learned under differential privacy. Our experiments
demonstrate their effectiveness and provide insights into balancing the
competing demands of continual learning and privacy.",cs.CR
EarCapAuth: Biometric Method for Earables Using Capacitive Sensing Eartips,"Earphones can give access to sensitive information via voice assistants which
demands security methods that prevent unauthorized use. Therefore, we developed
EarCapAuth, an authentication mechanism using 48 capacitive electrodes embedded
into the soft silicone eartips of two earables. For evaluation, we gathered
capactive ear canal measurements from 20 participants in 20 wearing sessions
(12 at rest, 8 while walking). A per user classifier trained for authentication
achieves an EER of 7.62% and can be tuned to a FAR (False Acceptance Rate) of
1% at FRR (False Rejection Rate) of 16.14%. For identification, EarCapAuth
achieves 89.95%. This outperforms some earable biometric principles from
related work. Performance under motion slightly decreased to 9.76% EER for
authentication and 86.40% accuracy for identification. Enrollment can be
performed rapidly with multiple short earpiece insertions and a biometric
decision is made every 0.33s. In the future, EarCapAuth could be integrated
into high-resolution brain sensing electrode tips.",cs.CR
Verification of Neural Networks against Convolutional Perturbations via Parameterised Kernels,"We develop a method for the efficient verification of neural networks against
convolutional perturbations such as blurring or sharpening. To define input
perturbations we use well-known camera shake, box blur and sharpen kernels. We
demonstrate that these kernels can be linearly parameterised in a way that
allows for a variation of the perturbation strength while preserving desired
kernel properties. To facilitate their use in neural network verification, we
develop an efficient way of convolving a given input with these parameterised
kernels. The result of this convolution can be used to encode the perturbation
in a verification setting by prepending a linear layer to a given network. This
leads to tight bounds and a high effectiveness in the resulting verification
step. We add further precision by employing input splitting as a branch and
bound strategy. We demonstrate that we are able to verify robustness on a
number of standard benchmarks where the baseline is unable to provide any
safety certificates. To the best of our knowledge, this is the first solution
for verifying robustness against specific convolutional perturbations such as
camera shake.",cs.CR
Experimental Secure Multiparty Computation from Quantum Oblivious Transfer with Bit Commitment,"Secure multiparty computation enables collaborative computations across
multiple users while preserving individual privacy, which has a wide range of
applications in finance, machine learning and healthcare. Secure multiparty
computation can be realized using oblivious transfer as a primitive function.
In this paper, we present an experimental implementation of a quantum-secure
quantum oblivious transfer (QOT) protocol using an adapted quantum key
distribution system combined with a bit commitment scheme, surpassing previous
approaches only secure in the noisy storage model. We demonstrate the first
practical application of the QOT protocol by solving the private set
intersection, a prime example of secure multiparty computation, where two
parties aim to find common elements in their datasets without revealing any
other information. In our experiments, two banks can identify common suspicious
accounts without disclosing any other data. This not only proves the
experimental functionality of QOT, but also showcases its real-world commercial
applications.",cs.CR
